39,2024-02-16 05:10:43.421744,2024-02-16 05:10:45.178057,30,450,0,543,119
73,2024-02-16 05:09:30.525623,2024-02-16 05:09:47.970757,228,81,45,337,311
67,2024-02-16 05:09:02.157343,2024-02-16 05:09:04.309577,43,443,187,535,316
73,2024-02-16 05:09:20.487980,2024-02-16 05:10:00.352690,444,266,4,465,184
73,2024-02-16 05:11:58.385460,2024-02-16 05:12:07.865339,92,286,68,500,303
39,2024-02-16 05:10:41.069779,2024-02-16 05:11:22.394534,666,194,0,272,101
39,2024-02-16 05:10:53.562819,2024-02-16 05:11:06.750194,59,356,65,456,123
26,2024-02-16 05:10:54.112168,2024-02-16 05:11:01.757044,90,277,0,423,36
67,2024-02-16 05:10:56.336073,2024-02-16 05:11:05.937695,118,320,258,450,340
73,2024-02-16 05:12:15.272937,2024-02-16 05:12:40.458166,226,268,146,550,437
