76,2024-08-01 04:37:08.910224,2024-08-01 04:38:51.558426,1141,389,301,485,387
73,2024-08-01 04:38:52.913367,2024-08-01 04:39:05.621136,119,149,321,351,470
-1,2024-08-01 04:36:55.034462,2024-08-01 04:38:51.085688,1319,195,358,257,414
76,2024-08-01 04:39:51.951041,2024-08-01 04:40:59.517280,126,389,301,485,386
-1,2024-08-01 04:37:23.623431,2024-08-01 04:38:13.681585,461,495,282,557,335
-1,2024-08-01 04:37:42.181697,2024-08-01 04:37:47.426018,51,162,312,222,351
-1,2024-08-01 04:37:52.932443,2024-08-01 04:38:04.909880,120,260,253,318,314
-1,2024-08-01 04:38:51.769809,2024-08-01 04:40:42.677472,1146,0,0,627,500
76,2024-08-01 04:38:52.579504,2024-08-01 04:40:42.376427,1015,389,301,482,383
-1,2024-08-01 04:40:02.941991,2024-08-01 04:40:22.483669,196,354,351,431,454
-1,2024-08-01 04:41:01.895984,2024-08-01 04:41:09.525035,97,431,335,494,396
25,2024-08-01 04:41:14.497044,2024-08-01 04:41:49.154289,416,446,318,540,479
