76,2024-04-13 13:40:33.069498,2024-04-13 13:40:42.168454,179,353,107,466,168
76,2024-04-13 13:40:39.009415,2024-04-13 13:41:05.428760,452,354,105,479,178
73,2024-04-13 13:41:04.892788,2024-04-13 13:41:56.880107,950,297,21,491,207
76,2024-04-13 13:41:57.038695,2024-04-13 13:42:04.979015,164,350,103,472,181
67,2024-04-13 13:40:41.598115,2024-04-13 13:41:43.107292,1117,448,182,548,300
73,2024-04-13 13:40:50.205187,2024-04-13 13:43:54.502895,758,23,73,284,361
67,2024-04-13 13:40:51.294907,2024-04-13 13:41:47.219088,238,241,134,284,180
73,2024-04-13 13:43:03.043060,2024-04-13 13:43:19.303188,216,302,155,509,416
73,2024-04-13 13:41:31.973223,2024-04-13 13:41:59.286517,271,270,190,373,296
39,2024-04-13 13:42:27.951429,2024-04-13 13:43:06.014289,332,355,65,455,124
39,2024-04-13 13:42:30.242902,2024-04-13 13:44:15.691155,1808,194,0,271,100
39,2024-04-13 13:42:31.628809,2024-04-13 13:43:12.426758,674,455,4,539,114
26,2024-04-13 13:42:42.880513,2024-04-13 13:44:42.618228,1100,277,0,422,36
67,2024-04-13 13:42:44.213159,2024-04-13 13:43:35.239730,577,320,261,452,341
73,2024-04-13 13:43:48.845906,2024-04-13 13:44:08.545706,407,266,37,480,260
39,2024-04-13 13:44:07.330238,2024-04-13 13:44:42.814336,767,202,0,282,111
73,2024-04-13 13:44:16.246001,2024-04-13 13:45:01.068719,555,277,138,536,424
